C O R R E C T I O N S      o f      w e b M C T e s t
 
fzampirolli@ufabc.edu.br  ,  2019-09-26  16:26:39.952965 
Pag,ID,Resp,Quest,Inv,Nota,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1,ERROR,5,90,0,0 , D,A,B,C,E,A,A,B,D,B,E,A,A,C,B,C,C,B,E,E,C,C,D,A,B,B,D,B,D,C,D,C,C,A,C,A,D,D,C,E,B,E,B,C,A,B,E,C,D,E,B,E,A,A,E,E,E,E,C,B,B,D,A,D,D,E,D,C,D,E,E,C,A,B,D,B,B,A,C,A,C,B,A,E,B,A,D,B,A,E
2,ERROR,5,90,0,45 , D,A,B,D/C,E,A,B/A,B,D,B,D/E,A,A,E/C,B,B/C,C,E/B,A/E,C/E,B/C,C,D,A,E/B,D/B,D,D/B,E/D,D/C,E/D,C,C,A,C,E/A,C/D,B/D,E/C,D/E,B,A/E,E/B,D/C,E/A,D/B,D/E,C,D,A/E,B,E,A,A,E,B/E,A/E,B/E,C,B,B,A/D,E/A,D,C/D,E,D,A/C,E/D,C/E,A/E,B/C,A,E/B,D,B,C/B,B/A,B/C,D/A,C,B,A,E,B,A,B/D,B,D/A,E,
3,ERROR,5,90,0,44 , D,B/A,B,C,E,A,A,D/B,D,B,E,A,C/A,A/C,C/B,C,E/C,C/B,E,C/E,B/C,B/C,D,A,D/B,A/B,D,B,E/D,B/C,E/D,A/C,A/C,E/A,C,E/A,E/D,D,C,C/E,A/B,C/E,B,B/C,E/A,E/B,D/E,C,D,B/E,A/B,E,B/A,B/A,A/E,E,E,E,C,B,B,A/D,D/A,D,C/D,D/E,D,C,D,E,A/E,D/C,A,A/B,C/D,D/B,D/B,B/A,C,E/A,C,B,A,E,C/B,A,A/D,B,A,E,
4,ERROR,5,90,0,49 , E/D,A,B,C,B/E,C/A,D/A,E/B,D,B,E,A,A,C,D/B,D/C,C,C/B,C/E,E,E/C,B/C,D,A,B,C/B,D,D/B,E/D,B/C,E/D,E/C,C,A,C,C/A,C/D,C/D,A/C,D/E,A/B,A/E,E/B,C,D/A,B,E,C,D,A/E,A/B,E,A,A,B/E,E,E,D/E,C,B,B,D,C/A,D,D,C/E,D,C,D,C/E,E,B/C,A,A/B,D,B,B,D/A,B/C,D/A,C,B,A,E,D/B,E/A,D,B,D/A,E,
5,ERROR,5,90,0,56 , B/D,B/A,B,C,E,A,A,B,D,B,E,A,D/A,C,E/B,E/C,B/C,C/B,A/E,C/E,C,B/C,D,A,B,C/B,E/D,B,E/D,D/C,D,A/C,A/C,A,C,E/A,C/D,D,B/C,C/E,E/B,C/E,C/B,D/C,E/A,B,A/E,C,D,E,A/B,E,B/A,A,E,E,E,E,C,B,B,B/D,A,D,D,E,D,C,D,E,C/E,C,A,A/B,D,B,B,B/A,C,B/A,C,B,A,E,B,E/A,D,B,A,E,
6,ERROR,5,90,0,58 , B/D,B/A,B,C,E,A,A,E/B,C/D,B,E,A,A,C,B,C,C,E/B,E,B/E,B/C,D/C,D,A,B,C/B,D,D/B,D,B/C,E/D,C,A/C,A,C,E/A,B/D,D,B/C,A/E,A/B,A/E,D/B,C,A,E/B,E,C,D,E,C/B,E,A,A,E,A/E,E,D/E,C,D/B,B,B/D,D/A,D,D,E,C/D,A/C,D,E,E,C,A,B,D,B,B,A,C,B/A,C,B,A,E,B,E/A,D,B,A,D/E,
7,ERROR,5,90,0,34 , E/D,C/A,D/B,B/C,C/E,A,A,B,D,B,E,A,D/A,E/C,B,C,E/C,A/B,A/E,B/E,E/C,D/C,E/D,A,B,C/B,D,B,E/D,A/C,E/D,A/C,C,C/A,C,E/A,B/D,E/D,C,D/E,A/B,A/E,D/B,B/C,B/A,B,D/E,C,D,A/E,E/B,B/E,E/A,A,E,B/E,C/E,D/E,C,B,A/B,B/D,C/A,E/D,D,E,A/D,E/C,D,C/E,C/E,D/C,B/A,A/B,E/D,E/B,C/B,D/A,D/C,A,C,B,C/A,E,B,A,D,D/B,A,C/E,
8,ERROR,5,90,0,46 , D,A,B,C,E,A,A,C/B,D,B,E,A,D/A,A/C,B,D/C,C,E/B,E,B/E,A/C,D/C,D,A,C/B,C/B,D,B,E/D,C,E/D,C,A/C,A,C,E/A,C/D,B/D,D/C,C/E,C/B,A/E,A/B,C,D/A,E/B,A/E,C,C/D,B/E,D/B,E,A,A,E,D/E,A/E,C/E,C,B,B,A/D,E/A,D,B/D,E,D,C,C/D,E,C/E,D/C,A,E/B,D,B,B,B/A,C,E/A,C,E/B,A,E,D/B,E/A,A/D,B,B/A,E,
9,ERROR,5,90,1,54 , D,B/A,A/B,C,E,B/A,A,B,D,B,E,A,C/A,E/C,B,E/C,E/C,B,E,C/E,B/C,C,D,A,B,D/B,D,B,A/D,C,E/D,A/C,A/C,E/A,C,E/A,C/D,D,D/C,C/E,B,A/E,B,C,E/A,B,E,C,D,E,B,2/E,B/A,A,E,B/E,E,B/E,C,E/B,B,B/D,C/A,D,D,E,D,C,D,E,E,D/C,A,E/B,D,C/B,E/B,B/A,C,B/A,C,B,A,E,B,D/A,D,E/B,A,E,
10,ERROR,5,90,0,54 , A/D,B/A,C/B,D/C,E,A,A,E/B,D,B,E,A,A,C,B,E/C,E/C,B,A/E,E,A/C,A/C,D,A,B,C/B,D,D/B,E/D,A/C,E/D,E/C,C,E/A,C,E/A,E/D,D,C,A/E,C/B,C/E,B,C,D/A,B,D/E,C,D,B/E,B,E,A,A,E,B/E,D/E,E,C,B,C/B,B/D,A,D,D,E,D,C,E/D,C/E,E,C,A,B,D,E/B,B,B/A,C,D/A,C,B,A,E,E/B,D/A,D,B,A,E,
11,ERROR,5,90,0,50 , E/D,B/A,A/B,C,E,A,A,E/B,D,B,E,A,D/A,C,B,B/C,B/C,A/B,A/E,D/E,A/C,C,B/D,A,B,A/B,D,B,E/D,C,E/D,E/C,D/C,A,C,E/A,C/D,E/D,B/C,E,B,E,A/B,C,E/A,E/B,E,B/C,D,A/E,B,E,A,A,A/E,E,E,E,C,A/B,B,B/D,A,D,D,D/E,C/D,C,D,E,E,B/C,B/A,A/B,D,B,E/B,B/A,C,E/A,C,A/B,A,E,B,A,B/D,B,A,B/E,
